Span-GenomeRelease	Span-Chromosome	Span-BeginBp	Span-EndBp	Span-Strand	Span-Score	Span-Name	GeneI	AbsDistanceBp	DistanceBp	Overlaps	Gene-GenomeRelease	Gene-Chromosome	Gene-BeginBp	Gene-EndBp	Gene-Strand	Gene-Score	Gene-Name	Span-Pvalue	Span-FDR	Span-ContentTag
mm9	chr5	75009893	75010080		0	chr5-75009893	1	63911	63911	yes	mm9	chr5	74988471	75073897	-	1	NM_001159578:Lnx1			
mm9	chr5	75009893	75010080		0	chr5-75009893	2	63911	63911	yes	mm9	chr5	74988471	75073897	-	1	NM_010727:Lnx1			
mm9	chr5	75009893	75010080		0	chr5-75009893	3	63911	63911	yes	mm9	chr5	74993128	75073897	-	1	NM_001159579:Lnx1			
mm9	chr5	75009893	75010080		0	chr5-75009893	4	63911	63911	yes	mm9	chr5	74993128	75073897	-	1	NM_001159580:Lnx1			
mm9	chr5	75009893	75010080		0	chr5-75009893	5	78480	78480	no	mm9	chr5	74931506	74993149	+	1	NM_001159573:Fip1l1			
mm9	chr5	75009893	75010080		0	chr5-75009893	6	78480	78480	no	mm9	chr5	74931506	74993149	+	1	NM_001159574:Fip1l1			
mm9	chr5	75009893	75010080		0	chr5-75009893	7	78480	78480	no	mm9	chr5	74931506	74993149	+	1	NM_024183:Fip1l1			
mm9	chr5	75009893	75010080		0	chr5-75009893	8	82212	-82212	no	mm9	chr5	74600840	74927774	-	1	NM_001114660:Scfd2			
mm9	chr5	75009893	75010080		0	chr5-75009893	9	82212	-82212	no	mm9	chr5	74852284	74927774	-	1	NM_178672:Scfd2			
mm9	chr5	75009893	75010080		0	chr5-75009893	10	88942	88942	yes	mm9	chr5	74993128	75098928	-	1	NM_001159577:Lnx1			
mm9	chr5	75218387	75218559		0	chr5-75218387														
mm9	chr5	75773473	75773623		0	chr5-75773473														
mm9	chr5	75798528	75798742		0	chr5-75798528														
mm9	chr5	76818190	76818401		0	chr5-76818190	1	25493	-25493	no	mm9	chr5	76762519	76792802	-	1	NM_019515:Nmu			
mm9	chr5	76866232	76866449		0	chr5-76866232	1	46761	-46761	no	mm9	chr5	76913101	76945653	+	1	NR_033501:Gm7271			
mm9	chr5	77038808	77039020		0	chr5-77038808	1	18176	18176	yes	mm9	chr5	77020738	77075491	+	1	NM_199032:Cep135			
mm9	chr5	77384606	77384855		0	chr5-77384606	1	4127	-4127	no	mm9	chr5	77342273	77380603	-	1	NM_172146:Ppat			
mm9	chr5	77384606	77384855		0	chr5-77384606	2	4295	4295	yes	mm9	chr5	77380435	77396531	+	1	NM_025939:Paics			
mm9	chr5	77538883	77539043		0	chr5-77538883	1	5185	5185	yes	mm9	chr5	77516010	77544148	-	1	NM_175606:Hopx			
mm9	chr5	77798534	77798710		0	chr5-77798534	1	38448	38448	yes	mm9	chr5	77778264	77837070	-	1	NM_001159518:Igfbp7			
mm9	chr5	77798534	77798710		0	chr5-77798534	2	38448	38448	yes	mm9	chr5	77778264	77837070	-	1	NM_008048:Igfbp7			
mm9	chr5	81905128	81905315		0	chr5-81905128	1	454604	454604	yes	mm9	chr5	81450617	82224755	+	1	NM_198702:Lphn3			
mm9	chr5	87154674	87154840		0	chr5-87154674	1	20075	20075	yes	mm9	chr5	87134210	87174832	-	1	NM_172880:Tmprss11e			
mm9	chr5	87233086	87233337		0	chr5-87233086	1	303	-303	no	mm9	chr5	87233514	87265682	+	1	NM_177680:Ythdc1			
mm9	chr5	87335961	87336133		0	chr5-87335961	1	85	-85	yes	mm9	chr5	87318794	87335962	-	1	NM_153598:Ugt2b34			
mm9	chr5	87997907	87998127		0	chr5-87997907	1	14	14	yes	mm9	chr5	87983674	87998031	-	1	NM_016771:Sult1d1			
mm9	chr5	89014414	89014631		0	chr5-89014414	1	1924	1924	yes	mm9	chr5	89012598	89071721	+	1	NM_027530:Rufy3			
mm9	chr5	89119959	89120139		0	chr5-89119959	1	14853	-14853	no	mm9	chr5	89088261	89105196	-	1	NM_178700:Grsf1			
mm9	chr5	89119959	89120139		0	chr5-89119959	2	15444	-15444	no	mm9	chr5	89088261	89104605	-	1	NM_001098476:Grsf1			
mm9	chr5	89647418	89647589		0	chr5-89647418	1	331219	331219	yes	mm9	chr5	89316284	89668681	+	1	NM_001136260:Slc4a4			
mm9	chr5	89647418	89647589		0	chr5-89647418	2	331219	331219	yes	mm9	chr5	89316284	89668681	+	1	NM_001197147:Slc4a4			
mm9	chr5	89647418	89647589		0	chr5-89647418	3	331219	331219	yes	mm9	chr5	89316284	89668681	+	1	NM_018760:Slc4a4			
mm9	chr5	90082944	90083116		0	chr5-90082944	1	37570	37570	no	mm9	chr5	90045460	90051636	+	1	NR_037571:Gm7056			
mm9	chr5	90629006	90629216		0	chr5-90629006	1	23910	23910	no	mm9	chr5	90643749	90653021	-	1	NM_001163456:Cox18			
mm9	chr5	90629006	90629216		0	chr5-90629006	2	23910	23910	no	mm9	chr5	90643749	90653021	-	1	NR_028088:Cox18			
mm9	chr5	90629006	90629216		0	chr5-90629006	3	23910	23910	no	mm9	chr5	90643749	90653021	-	1	NM_001033310:Cox18			
mm9	chr5	91040623	91040869		0	chr5-91040623	1	28767	28767	yes	mm9	chr5	91032101	91069513	-	1	NM_028478:Rassf6			
mm9	chr5	91041886	91042042		0	chr5-91041886	1	27549	27549	yes	mm9	chr5	91032101	91069513	-	1	NM_028478:Rassf6			
mm9	chr5	91070739	91071009		0	chr5-91070739	1	1361	-1361	no	mm9	chr5	91032101	91069513	-	1	NM_028478:Rassf6			
mm9	chr5	91249857	91250036		0	chr5-91249857	1	26387	26387	no	mm9	chr5	91223559	91232093	+	1	NM_011339:Cxcl15			
mm9	chr5	91249857	91250036		0	chr5-91249857	2	34818	34818	no	mm9	chr5	91215128	91217116	+	1	NM_203320:Cxcl3			
mm9	chr5	91527375	91527586		0	chr5-91527375	1	23838	23838	no	mm9	chr5	91503642	91522675	+	1	NM_007950:Ereg			
mm9	chr5	91606210	91606407		0	chr5-91606210	1	37668	37668	no	mm9	chr5	91568640	91577458	+	1	NM_009704:Areg			
mm9	chr5	91635613	91635823		0	chr5-91635613	1	67078	67078	no	mm9	chr5	91568640	91577458	+	1	NM_009704:Areg			
mm9	chr5	91635613	91635823		0	chr5-91635613	2	76384	76384	no	mm9	chr5	91686596	91712102	-	1	NR_040428:Gm19619			
mm9	chr5	91961903	91962057		0	chr5-91961903	1	15255	15255	yes	mm9	chr5	91946725	92053022	+	1	NM_145562:Parm1			
mm9	chr5	91995687	91995946		0	chr5-91995687	1	49091	49091	yes	mm9	chr5	91946725	92053022	+	1	NM_145562:Parm1			
mm9	chr5	92756763	92756953		0	chr5-92756763	1	247	247	yes	mm9	chr5	92750356	92757105	-	1	NM_008599:Cxcl9			
mm9	chr5	92795877	92796107		0	chr5-92795877	1	3670	-3670	no	mm9	chr5	92788570	92792322	-	1	NR_038116:Cxcl11			
mm9	chr5	92795877	92796107		0	chr5-92795877	2	3689	-3689	no	mm9	chr5	92788570	92792303	-	1	NM_019494:Cxcl11			
mm9	chr5	92795877	92796107		0	chr5-92795877	3	35126	35126	yes	mm9	chr5	92760866	92843653	+	1	NM_181728:Art3			
mm9	chr5	92927288	92927518		0	chr5-92927288	1	7231	7231	yes	mm9	chr5	92872898	92934634	-	1	NM_007644:Scarb2			
mm9	chr5	93140087	93140254		0	chr5-93140087	1	27710	27710	yes	mm9	chr5	93112460	93394785	+	1	NM_015756:Shroom3			
mm9	chr5	93140087	93140254		0	chr5-93140087	2	36017	-36017	no	mm9	chr5	93037320	93104153	-	1	NM_177230:Ccdc158			
mm9	chr5	93192678	93192855		0	chr5-93192678	1	24822	24822	no	mm9	chr5	93217476	93217588	-	1	NR_035487:Mir1961			
mm9	chr5	93192678	93192855		0	chr5-93192678	2	80306	80306	yes	mm9	chr5	93112460	93394785	+	1	NM_015756:Shroom3			
mm9	chr5	93202935	93203130		0	chr5-93202935	1	14556	14556	no	mm9	chr5	93217476	93217588	-	1	NR_035487:Mir1961			
mm9	chr5	93202935	93203130		0	chr5-93202935	2	90572	90572	yes	mm9	chr5	93112460	93394785	+	1	NM_015756:Shroom3			
mm9	chr5	93220706	93220858		0	chr5-93220706	1	3194	-3194	no	mm9	chr5	93217476	93217588	-	1	NR_035487:Mir1961			
mm9	chr5	93220706	93220858		0	chr5-93220706	2	108322	108322	yes	mm9	chr5	93112460	93394785	+	1	NM_015756:Shroom3			
mm9	chr5	93227167	93227350		0	chr5-93227167	1	9670	-9670	no	mm9	chr5	93217476	93217588	-	1	NR_035487:Mir1961			
mm9	chr5	93227167	93227350		0	chr5-93227167	2	11155	-11155	no	mm9	chr5	93238413	93394785	+	1	NM_001077595:Shroom3			
mm9	chr5	93227167	93227350		0	chr5-93227167	3	114798	114798	yes	mm9	chr5	93112460	93394785	+	1	NM_015756:Shroom3			
mm9	chr5	93306519	93306709		0	chr5-93306519	1	20409	-20409	no	mm9	chr5	93327023	93394785	+	1	NM_001077596:Shroom3			
mm9	chr5	93306519	93306709		0	chr5-93306519	2	68201	68201	yes	mm9	chr5	93238413	93394785	+	1	NM_001077595:Shroom3			
mm9	chr5	93306519	93306709		0	chr5-93306519	3	194154	194154	yes	mm9	chr5	93112460	93394785	+	1	NM_015756:Shroom3			
mm9	chr5	93328385	93328616		0	chr5-93328385	1	1477	1477	yes	mm9	chr5	93327023	93394785	+	1	NM_001077596:Shroom3			
mm9	chr5	93328385	93328616		0	chr5-93328385	2	90087	90087	yes	mm9	chr5	93238413	93394785	+	1	NM_001077595:Shroom3			
mm9	chr5	93328385	93328616		0	chr5-93328385	3	216040	216040	yes	mm9	chr5	93112460	93394785	+	1	NM_015756:Shroom3			
mm9	chr5	93725921	93726107		0	chr5-93725921	1	29416	29416	no	mm9	chr5	93696598	93705257	+	1	NM_007635:Ccng2			
mm9	chr5	93751383	93751583		0	chr5-93751383	1	54885	54885	no	mm9	chr5	93696598	93705257	+	1	NM_007635:Ccng2			
mm9	chr5	96544116	96544318		0	chr5-96544116	1	46557	46557	yes	mm9	chr5	96504756	96590774	-	1	NM_178854:Cnot6l			
mm9	chr5	96544116	96544318		0	chr5-96544116	2	46792	46792	yes	mm9	chr5	96505815	96591009	-	1	NM_144910:Cnot6l			
mm9	chr5	96651365	96651596		0	chr5-96651365	1	12347	12347	yes	mm9	chr5	96639133	96668703	+	1	NM_001039084:Mrpl1			
mm9	chr5	96651365	96651596		0	chr5-96651365	2	12347	12347	yes	mm9	chr5	96639133	96695728	+	1	NM_053158:Mrpl1			
mm9	chr5	97229049	97229296		0	chr5-97229049	1	6769	6769	yes	mm9	chr5	97222403	97274987	+	1	NM_013470:Anxa3			
mm9	chr5	97231420	97231589		0	chr5-97231420	1	9101	9101	yes	mm9	chr5	97222403	97274987	+	1	NM_013470:Anxa3			
mm9	chr5	98425431	98425773		0	chr5-98425431	1	34379	34379	yes	mm9	chr5	98313706	98459981	-	1	NM_133738:Antxr2			
mm9	chr5	98998144	98998335		0	chr5-98998144	1	93556	-93556	no	mm9	chr5	98904574	98904683	-	1	NR_030484:Mir703			
mm9	chr5	98998144	98998335		0	chr5-98998144	2	239917	239917	yes	mm9	chr5	98758322	99231038	+	1	NM_001024614:1700007G11Rik			
mm9	chr5	99509424	99509596		0	chr5-99509424	1	43412	-43412	no	mm9	chr5	99358791	99466098	-	1	NM_008926:Prkg2			
mm9	chr5	99713553	99713793		0	chr5-99713553	1	31727	-31727	no	mm9	chr5	99646438	99681946	-	1	NM_145839:Rasgef1b			
mm9	chr5	99713553	99713793		0	chr5-99713553	2	31727	-31727	no	mm9	chr5	99646438	99681946	-	1	NM_181318:Rasgef1b			
mm9	chr5	99721142	99721348		0	chr5-99721142	1	39299	-39299	no	mm9	chr5	99646438	99681946	-	1	NM_145839:Rasgef1b			
mm9	chr5	99721142	99721348		0	chr5-99721142	2	39299	-39299	no	mm9	chr5	99646438	99681946	-	1	NM_181318:Rasgef1b			
mm9	chr5	99758084	99758298		0	chr5-99758084	1	76245	-76245	no	mm9	chr5	99646438	99681946	-	1	NM_145839:Rasgef1b			
mm9	chr5	99758084	99758298		0	chr5-99758084	2	76245	-76245	no	mm9	chr5	99646438	99681946	-	1	NM_181318:Rasgef1b			
mm9	chr5	99758084	99758298		0	chr5-99758084	3	399888	399888	yes	mm9	chr5	99726262	100158079	-	1	NR_030692:A930011G23Rik			
mm9	chr5	99794774	99794984		0	chr5-99794774	1	363200	363200	yes	mm9	chr5	99726262	100158079	-	1	NR_030692:A930011G23Rik			
mm9	chr5	99809276	99809469		0	chr5-99809276	1	348707	348707	yes	mm9	chr5	99726262	100158079	-	1	NR_030692:A930011G23Rik			
mm9	chr5	99848927	99849107		0	chr5-99848927	1	309062	309062	yes	mm9	chr5	99726262	100158079	-	1	NR_030692:A930011G23Rik			
mm9	chr5	99955988	99956210		0	chr5-99955988	1	201980	201980	yes	mm9	chr5	99726262	100158079	-	1	NR_030692:A930011G23Rik			
mm9	chr5	100473241	100473477		0	chr5-100473241	1	4347	4347	yes	mm9	chr5	100469012	100497784	+	1	NR_027990:Enoph1			
mm9	chr5	100473241	100473477		0	chr5-100473241	2	4347	4347	yes	mm9	chr5	100469012	100497784	+	1	NM_026421:Enoph1			
mm9	chr5	100473241	100473477		0	chr5-100473241	3	4347	4347	yes	mm9	chr5	100469012	100497784	+	1	NM_001163035:Enoph1			
mm9	chr5	100473241	100473477		0	chr5-100473241	4	5118	-5118	no	mm9	chr5	100462597	100468241	-	1	NM_016690:Hnrpdl			
mm9	chr5	100942975	100943180		0	chr5-100942975	1	4250	-4250	no	mm9	chr5	100947327	100976821	+	1	NM_012001:Cops4			
mm9	chr5	101055866	101056055		0	chr5-101055866	1	47315	47315	no	mm9	chr5	101083744	101103275	-	1	NM_027978:Coq2			
mm9	chr5	101055866	101056055		0	chr5-101055866	2	54736	-54736	no	mm9	chr5	100982751	101001224	-	1	NM_139198:Plac8			
mm9	chr5	101061116	101061349		0	chr5-101061116	1	42043	42043	no	mm9	chr5	101083744	101103275	-	1	NM_027978:Coq2			
mm9	chr5	101061116	101061349		0	chr5-101061116	2	60008	-60008	no	mm9	chr5	100982751	101001224	-	1	NM_139198:Plac8			
mm9	chr5	103221217	103221386		0	chr5-103221217	1	310892	310892	yes	mm9	chr5	102910409	103326956	+	1	NM_029270:Arhgap24			
mm9	chr5	103221217	103221386		0	chr5-103221217	2	310892	310892	yes	mm9	chr5	102910409	103326956	+	1	NM_146161:Arhgap24			
mm9	chr5	103694116	103694342		0	chr5-103694116	1	33819	33819	yes	mm9	chr5	103659393	103728048	-	1	NR_040699:4930429D17Rik			
mm9	chr5	103720310	103720530		0	chr5-103720310	1	7628	7628	yes	mm9	chr5	103659393	103728048	-	1	NR_040699:4930429D17Rik			
mm9	chr5	104100973	104101245		0	chr5-104100973	1	16358	-16358	no	mm9	chr5	104077605	104084751	-	1	NM_001163550:1700016H13Rik			
mm9	chr5	104100973	104101245		0	chr5-104100973	2	16366	-16366	no	mm9	chr5	104077605	104084743	-	1	NM_028824:1700016H13Rik			
mm9	chr5	104250132	104250363		0	chr5-104250132	1	66656	66656	yes	mm9	chr5	104183591	104284341	+	1	NM_001080798:Aff1			
mm9	chr5	104250132	104250363		0	chr5-104250132	2	67067	67067	yes	mm9	chr5	104183180	104284341	+	1	NM_133919:Aff1			
mm9	chr5	104250132	104250363		0	chr5-104250132	3	90001	90001	no	mm9	chr5	104291068	104340248	-	1	NM_178741:Klhl8			
mm9	chr5	105724865	105725024		0	chr5-105724865	1	2226	-2226	no	mm9	chr5	105699720	105722718	-	1	NM_194336:Gbp6			
mm9	chr5	105788058	105788230		0	chr5-105788058	1	12653	-12653	no	mm9	chr5	105752044	105775491	-	1	NM_001039647:Gbp11			
mm9	chr5	106015700	106015894		0	chr5-106015700	1	67308	67308	yes	mm9	chr5	105948489	106037973	+	1	NM_133897:Lrrc8c			
mm9	chr5	106144905	106145085		0	chr5-106144905	1	15167	15167	yes	mm9	chr5	106129828	106244228	+	1	NM_178701:Lrrc8d			
mm9	chr5	106144905	106145085		0	chr5-106144905	2	16008	16008	yes	mm9	chr5	106128987	106244234	+	1	NM_001122768:Lrrc8d			
mm9	chr5	106230381	106230556		0	chr5-106230381	1	75118	-75118	no	mm9	chr5	106305586	106344837	+	1	NM_018759:Zfp326			
mm9	chr5	106230381	106230556		0	chr5-106230381	2	75118	-75118	no	mm9	chr5	106305586	106344837	+	1	NR_030777:Zfp326			
mm9	chr5	106230381	106230556		0	chr5-106230381	3	100640	100640	yes	mm9	chr5	106129828	106244228	+	1	NM_178701:Lrrc8d			
mm9	chr5	106230381	106230556		0	chr5-106230381	4	101481	101481	yes	mm9	chr5	106128987	106244234	+	1	NM_001122768:Lrrc8d			
mm9	chr5	107425026	107425220		0	chr5-107425026	1	31783	31783	no	mm9	chr5	107393340	107413450	+	1	NM_009863:Cdc7			
mm9	chr5	107839052	107839254		0	chr5-107839052	1	6622	6622	yes	mm9	chr5	107832531	107859050	+	1	NM_001001804:Ephx4			
mm9	chr5	107866708	107866888		0	chr5-107866708	1	217	-217	no	mm9	chr5	107867015	107920615	+	1	NM_001255991:Btbd8			
mm9	chr5	107871910	107872114		0	chr5-107871910	1	4997	4997	yes	mm9	chr5	107867015	107920615	+	1	NM_001255991:Btbd8			
mm9	chr5	107993441	107993658		0	chr5-107993441	1	29820	29820	no	mm9	chr5	107963729	107977396	+	1	NM_182745:1700028K03Rik			
mm9	chr5	107993441	107993658		0	chr5-107993441	2	29820	29820	no	mm9	chr5	107963729	107980561	+	1	NM_175241:1700028K03Rik			
mm9	chr5	107993441	107993658		0	chr5-107993441	3	32849	-32849	no	mm9	chr5	108026398	108071698	+	1	NM_001163462:Rpap2			
mm9	chr5	107993441	107993658		0	chr5-107993441	4	33109	33109	yes	mm9	chr5	107977985	108026658	-	1	NM_133248:Glmn			
mm9	chr5	107993441	107993658		0	chr5-107993441	5	33109	33109	yes	mm9	chr5	107977985	108026658	-	1	NM_001161739:Glmn			
mm9	chr5	107993441	107993658		0	chr5-107993441	6	33186	-33186	no	mm9	chr5	108026735	108071698	+	1	NM_001163461:Rpap2			
mm9	chr5	107993441	107993658		0	chr5-107993441	7	33186	-33186	no	mm9	chr5	108026735	108090857	+	1	NM_144911:Rpap2			
mm9	chr5	107993441	107993658		0	chr5-107993441	8	33358	33358	yes	mm9	chr5	107977985	108026907	-	1	NM_001161738:Glmn			
mm9	chr5	108111838	108112062		0	chr5-108111838	1	41413	41413	no	mm9	chr5	108145673	108153363	-	1	NM_010278:Gfi1			
mm9	chr5	108117191	108117372		0	chr5-108117191	1	36082	36082	no	mm9	chr5	108145673	108153363	-	1	NM_010278:Gfi1			
mm9	chr5	108148826	108149020		0	chr5-108148826	1	4440	4440	yes	mm9	chr5	108145673	108153363	-	1	NM_010278:Gfi1			
mm9	chr5	108267945	108268136		0	chr5-108267945	1	8769	8769	no	mm9	chr5	108259271	108260783	+	1	NR_003639:1700013N18Rik			
mm9	chr5	108267945	108268136		0	chr5-108267945	2	36086	36086	yes	mm9	chr5	108173813	108304126	-	1	NM_007964:Evi5			
mm9	chr5	108378018	108378217		0	chr5-108378018	1	37979	37979	yes	mm9	chr5	108337060	108416096	-	1	NM_026062:Fam69a			
mm9	chr5	108378018	108378217		0	chr5-108378018	2	48571	48571	no	mm9	chr5	108329546	108338024	+	1	NM_016980:Rpl5			
mm9	chr5	108417037	108417259		0	chr5-108417037	1	1052	-1052	no	mm9	chr5	108337060	108416096	-	1	NM_026062:Fam69a			
mm9	chr5	108714709	108714899		0	chr5-108714709	1	16889	16889	no	mm9	chr5	108697915	108709540	+	1	NM_026106:Dr1			
mm9	chr5	109156662	109156850		0	chr5-109156662	1	33509	33509	no	mm9	chr5	109123247	109135969	+	1	NM_001164259:Fgfrl1			
mm9	chr5	109156662	109156850		0	chr5-109156662	2	33509	33509	no	mm9	chr5	109123247	109135969	+	1	NM_054071:Fgfrl1			
mm9	chr5	109156662	109156850		0	chr5-109156662	3	36104	-36104	no	mm9	chr5	109192860	109197936	+	1	NR_040691:1700047L14Rik			
mm9	chr5	111065049	111065272		0	chr5-111065049	1	17241	17241	no	mm9	chr5	111077437	111082401	-	1	NM_153570:Noc4l			
mm9	chr5	111065049	111065272		0	chr5-111065049	2	17309	-17309	no	mm9	chr5	111082469	111089515	+	1	NM_027156:Ddx51			
mm9	chr5	113453469	113453743		0	chr5-113453469	1	9072	-9072	no	mm9	chr5	113339497	113444534	-	1	NM_177078:Adrbk2			
mm9	chr5	113453469	113453743		0	chr5-113453469	2	9072	-9072	no	mm9	chr5	113389583	113444534	-	1	NM_001035531:Adrbk2			
mm9	chr5	113464835	113465025		0	chr5-113464835	1	20396	-20396	no	mm9	chr5	113339497	113444534	-	1	NM_177078:Adrbk2			
mm9	chr5	113464835	113465025		0	chr5-113464835	2	20396	-20396	no	mm9	chr5	113389583	113444534	-	1	NM_001035531:Adrbk2			
mm9	chr5	113724990	113725194		0	chr5-113724990	1	14714	14714	yes	mm9	chr5	113672239	113739806	-	1	NM_172718:Sgsm1			
mm9	chr5	113724990	113725194		0	chr5-113724990	2	14714	14714	yes	mm9	chr5	113686493	113739806	-	1	NM_001162965:Sgsm1			
mm9	chr5	113724990	113725194		0	chr5-113724990	3	14714	14714	yes	mm9	chr5	113694693	113739806	-	1	NM_001254731:Sgsm1			
mm9	chr5	113724990	113725194		0	chr5-113724990	4	14714	14714	yes	mm9	chr5	113694698	113739806	-	1	NR_027937:Sgsm1			
mm9	chr5	113724990	113725194		0	chr5-113724990	5	15471	-15471	no	mm9	chr5	113672239	113709621	-	1	NR_027934:Sgsm1			
mm9	chr5	113724990	113725194		0	chr5-113724990	6	15471	-15471	no	mm9	chr5	113686493	113709621	-	1	NR_027936:Sgsm1			
mm9	chr5	115002394	115002644		0	chr5-115002394	1	15740	-15740	no	mm9	chr5	115018259	115063227	+	1	NM_001004180:BC057022			
mm9	chr5	115008380	115008559		0	chr5-115008380	1	9790	-9790	no	mm9	chr5	115018259	115063227	+	1	NM_001004180:BC057022			
mm9	chr5	115428140	115428363		0	chr5-115428140	1	7180	-7180	no	mm9	chr5	115398988	115421071	-	1	NM_009327:Hnf1a			
mm9	chr5	115564590	115564774		0	chr5-115564590	1	4640	4640	yes	mm9	chr5	115560307	115569322	-	1	NM_007383:Acads			
mm9	chr5	116421391	116421579		0	chr5-116421391	1	52952	52952	no	mm9	chr5	116463598	116474437	-	1	NM_031869:Prkab1			
mm9	chr5	116421391	116421579		0	chr5-116421391	2	125821	125821	yes	mm9	chr5	116295664	116456350	+	1	NM_007708:Cit			
mm9	chr5	116459603	116459795		0	chr5-116459603	1	14738	14738	no	mm9	chr5	116463598	116474437	-	1	NM_031869:Prkab1			
mm9	chr5	116472743	116472997		0	chr5-116472743	1	1567	1567	yes	mm9	chr5	116463598	116474437	-	1	NM_031869:Prkab1			
mm9	chr5	117608604	117609013		0	chr5-117608604	1	25212	25212	yes	mm9	chr5	117583596	117725107	+	1	NM_001081308:Taok3			
mm9	chr5	117608604	117609013		0	chr5-117608604	2	25212	25212	yes	mm9	chr5	117583596	117725107	+	1	NM_183306:Taok3			
mm9	chr5	117608604	117609013		0	chr5-117608604	3	38671	38671	yes	mm9	chr5	117570137	117725107	+	1	NM_001199685:Taok3			
mm9	chr5	117609165	117609422		0	chr5-117609165	1	25697	25697	yes	mm9	chr5	117583596	117725107	+	1	NM_001081308:Taok3			
mm9	chr5	117609165	117609422		0	chr5-117609165	2	25697	25697	yes	mm9	chr5	117583596	117725107	+	1	NM_183306:Taok3			
mm9	chr5	117609165	117609422		0	chr5-117609165	3	39156	39156	yes	mm9	chr5	117570137	117725107	+	1	NM_001199685:Taok3			
mm9	chr5	117884668	117884837		0	chr5-117884668	1	20742	20742	yes	mm9	chr5	117864010	118217997	+	1	NM_001114545:Ksr2			
mm9	chr5	118915023	118915197		0	chr5-118915023	1	95617	-95617	no	mm9	chr5	119010727	119215446	+	1	NM_172424:Med13l			
mm9	chr5	118916472	118916732		0	chr5-118916472	1	94125	-94125	no	mm9	chr5	119010727	119215446	+	1	NM_172424:Med13l			
mm9	chr5	119097278	119097476		0	chr5-119097278	1	86650	86650	yes	mm9	chr5	119010727	119215446	+	1	NM_172424:Med13l			
mm9	chr5	120120689	120120893		0	chr5-120120689	1	114	114	yes	mm9	chr5	120120677	120134610	+	1	NM_011535:Tbx3			
mm9	chr5	120120689	120120893		0	chr5-120120689	2	114	114	yes	mm9	chr5	120120677	120134610	+	1	NM_198052:Tbx3			
mm9	chr5	121036685	121036869		0	chr5-121036685	1	1845	1845	yes	mm9	chr5	120984165	121038622	-	1	NM_145853:Tpcn1			
mm9	chr5	121036685	121036869		0	chr5-121036685	2	2254	-2254	no	mm9	chr5	121039031	121057122	+	1	NM_029408:Iqcd			
mm9	chr5	121337580	121337766		0	chr5-121337580	1	66	-66	yes	mm9	chr5	121326150	121337607	-	1	NM_011852:Oas1g			
mm9	chr5	121357510	121357707		0	chr5-121357510	1	74	-74	yes	mm9	chr5	121346265	121357534	-	1	NM_145211:Oas1a			
mm9	chr5	121374094	121374276		0	chr5-121374094	1	9359	9359	no	mm9	chr5	121364826	121371656	+	1	NM_133893:Oas1d			
mm9	chr5	121919737	121919921		0	chr5-121919737	1	6640	6640	yes	mm9	chr5	121913189	121945430	+	1	NM_001161627:Tmem116			
mm9	chr5	121919737	121919921		0	chr5-121919737	2	6640	6640	yes	mm9	chr5	121913189	121945430	+	1	NM_001161626:Tmem116			
mm9	chr5	121919737	121919921		0	chr5-121919737	3	17112	17112	yes	mm9	chr5	121902717	121945430	+	1	NM_029912:Tmem116			
mm9	chr5	122303875	122304085		0	chr5-122303875	1	4944	4944	yes	mm9	chr5	122299036	122304608	+	1	NM_175474:Fam109a			
mm9	chr5	122730182	122730382		0	chr5-122730182	1	4124	-4124	no	mm9	chr5	122734406	122774290	+	1	NM_177242:Pptc7			
mm9	chr5	122732421	122732622		0	chr5-122732421	1	1885	-1885	no	mm9	chr5	122734406	122774290	+	1	NM_177242:Pptc7			
mm9	chr5	122977037	122977217		0	chr5-122977037	1	24893	-24893	no	mm9	chr5	122903521	122952234	-	1	NR_027838:Atp2a2			
mm9	chr5	122977037	122977217		0	chr5-122977037	2	24893	-24893	no	mm9	chr5	122903521	122952234	-	1	NM_009722:Atp2a2			
mm9	chr5	122977037	122977217		0	chr5-122977037	3	24893	-24893	no	mm9	chr5	122906332	122952234	-	1	NM_001110140:Atp2a2			
mm9	chr5	122992002	122992236		0	chr5-122992002	1	39885	-39885	no	mm9	chr5	122903521	122952234	-	1	NR_027838:Atp2a2			
mm9	chr5	122992002	122992236		0	chr5-122992002	2	39885	-39885	no	mm9	chr5	122903521	122952234	-	1	NM_009722:Atp2a2			
mm9	chr5	122992002	122992236		0	chr5-122992002	3	39885	-39885	no	mm9	chr5	122906332	122952234	-	1	NM_001110140:Atp2a2			
mm9	chr5	123148567	123148799		0	chr5-123148567	1	8882	-8882	no	mm9	chr5	123157565	123179051	+	1	NM_011026:P2rx4			
mm9	chr5	123151077	123151302		0	chr5-123151077	1	6376	-6376	no	mm9	chr5	123157565	123179051	+	1	NM_011026:P2rx4			
mm9	chr5	123432459	123432677		0	chr5-123432459	1	5974	5974	yes	mm9	chr5	123320684	123438542	-	1	NM_001005866:Kdm2b			
mm9	chr5	123432459	123432677		0	chr5-123432459	2	6533	6533	yes	mm9	chr5	123320684	123439101	-	1	NM_001003953:Kdm2b			
